timestamp,time_sec,sensor,x,y,z
1780861685867,2.046,Accelerometer,-3.8220003,3.3430502,2.874
1780861704733,20.912,Accelerometer,-10.722,0.03195,-2.7900002
1780861705860,22.039,Accelerometer,-14.377951,6.6139503,0.16095
1780861714997,31.176,Accelerometer,-9.453,10.042951,0.33105
1780861715868,32.047,Accelerometer,-11.91405,7.7539506,-0.99000007
1780861717228,33.407,Accelerometer,-20.764051,11.74695,0.71595
1780861720007,36.186,Accelerometer,-19.060951,4.50495,-5.1990004
1780861721328,37.507,Accelerometer,-21.553951,4.215,-11.53905
1780861722066,38.245,Accelerometer,-12.958051,6.9949503,2.39205
1780861723971,40.15,Accelerometer,-19.48995,3.5299501,-6.669
1780861725063,41.242,Accelerometer,-22.25505,10.395,-3.4030502
1780861725993,42.172,Accelerometer,-21.03705,4.56405,4.54995
1780861727704,43.883,Accelerometer,-17.433,17.19,-2.5080001
1780861733648,49.827,Accelerometer,-5.8039503,12.207001,-11.700001
1780861735071,51.25,Accelerometer,-15.235051,20.54895,-7.4419503
1780861735905,52.084,Accelerometer,-13.7029505,8.652,0.012
1780861737577,53.756,Accelerometer,-15.156001,12.910951,-0.65205
1780861738874,55.053,Accelerometer,-10.521001,11.005051,-0.609
1780861740176,56.355,Accelerometer,-21.195002,12.328951,3.9529502
1780861741380,57.559,Accelerometer,-28.095001,13.371,2.22495
1780861742663,58.842,Accelerometer,-11.280001,10.79205,-8.25405
1780861743810,59.989,Accelerometer,-27.427052,11.472,0.34305
1780861745034,61.213,Accelerometer,-20.503052,11.64,-0.64500004
1780861746277,62.456,Accelerometer,-18.778952,12.319951,-0.19005
1780861747487,63.666,Accelerometer,-20.164951,11.710951,-0.813
1780861748666,64.845,Accelerometer,-21.06105,10.998,-1.7869501
1780861749600,65.779,Accelerometer,-12.084001,11.901001,-1.45905
1780861751274,67.453,Accelerometer,-13.966051,11.78295,0.80505
1780861752534,68.713,Accelerometer,-17.959951,12.7890005,0.36900002
1780861753739,69.918,Accelerometer,-18.56595,10.738951,-0.46995002
1780861754983,71.162,Accelerometer,-17.080952,12.736051,-0.47700003
1780861756226,72.405,Accelerometer,-16.12605,13.52595,0.66405004
1780861757450,73.629,Accelerometer,-16.060951,13.62705,-1.5000001
1780861758694,74.873,Accelerometer,-16.428001,12.73095,0.86700004
1780861759904,76.083,Accelerometer,-25.389002,11.94795,1.5660001
1780861761123,77.302,Accelerometer,-20.66295,13.17405,1.63995
1780861762312,78.491,Accelerometer,-21.69705,12.741,0.41895002
1780861763555,79.734,Accelerometer,-18.685051,12.588,-1.1410501
1780861765009,81.188,Accelerometer,-14.72805,4.9120502,-1.1839501
1780861766300,82.479,Accelerometer,-13.144951,8.68305,-3.6360002
1780861767656,83.835,Accelerometer,-10.993051,3.255,-4.5019503
1780861768390,84.569,Accelerometer,-15.808051,5.589,5.3490005
1780861770184,86.363,Accelerometer,-14.191051,11.307,-6.4180503
1780861771247,87.426,Accelerometer,-14.425951,13.081051,-0.624
1780861772160,88.339,Accelerometer,-16.660051,7.9789505,0.393
1780861773816,89.995,Accelerometer,-23.625002,12.649951,-1.8420001
1780861775031,91.21,Accelerometer,-15.838951,13.34895,-0.61605
1780861776280,92.459,Accelerometer,-14.62695,12.607051,-2.5080001
1780861777173,93.352,Accelerometer,-14.586,6.7549505,5.73705
1780861778730,94.909,Accelerometer,-15.937051,13.45905,-2.0959501
1780861779933,96.112,Accelerometer,-20.424002,11.512951,-1.131
1780861780802,96.981,Accelerometer,-16.60695,7.5450006,3.1969502
1780861782382,98.561,Accelerometer,-14.77305,11.857051,0.52995
1780861783591,99.77,Accelerometer,-16.75605,13.111951,-1.572
1780861784829,101.008,Accelerometer,-19.792051,11.995951,0.31395
1780861786072,102.251,Accelerometer,-15.457951,12.082951,-0.022950001
1780861787292,103.471,Accelerometer,-14.45505,12.549001,0.16800001
1780861788560,104.739,Accelerometer,-15.03705,12.472951,-0.85800004
1780861789842,106.021,Accelerometer,-13.771951,12.280951,-0.40095
1780861790736,106.915,Accelerometer,-15.481951,4.5930004,1.00395
1780861792494,108.673,Accelerometer,-14.6650505,2.9940002,-3.6790502
