timestamp,time_sec,sensor,x,y,z
1780861793490,109.669,Accelerometer,-19.834951,12.637951,-0.78900003
1780861794667,110.846,Accelerometer,-22.473001,11.60595,-2.0050502
1780861795982,112.161,Accelerometer,-18.19905,7.07805,-2.53695
1780861796974,113.153,Accelerometer,-20.677052,12.196951,-1.0500001
1780861798193,114.372,Accelerometer,-24.144001,19.09995,-9.123
1780861798936,115.115,Accelerometer,-16.816051,5.247,4.0680003
1780861800432,116.611,Accelerometer,-21.10395,12.87705,-1.6720501
1780861801599,117.778,Accelerometer,-22.51905,12.111001,-0.83400005
1780861802761,118.94,Accelerometer,-27.838951,13.066951,1.5640501
1780861803929,120.108,Accelerometer,-19.80105,12.075001,-0.28395
1780861805138,121.317,Accelerometer,-17.851952,14.25195,0.34305
1780861806320,122.499,Accelerometer,-21.160952,12.85305,0.45495003
1780861807528,123.707,Accelerometer,-19.46595,12.940051,0.14400001
1780861808729,124.908,Accelerometer,-17.04795,13.720051,0.59205
1780861810147,126.326,Accelerometer,-18.535051,5.802,2.8540502
1780861811158,127.337,Accelerometer,-19.858952,13.366051,3.0600002
1780861812498,128.677,Accelerometer,-14.22,11.568001,-2.802
1780861813705,129.884,Accelerometer,-21.712051,14.230051,2.7109501
1780861814619,130.798,Accelerometer,-13.092001,6.7120504,5.598
1780861816066,132.245,Accelerometer,-16.660051,3.2950501,-0.62100005
1780861817725,133.904,Accelerometer,-11.598001,3.9199502,-0.906
1780861820018,136.197,Accelerometer,-10.69305,10.143001,-4.87605
1780861820973,137.152,Accelerometer,-13.128,3.0990002,3.9960003
1780861822998,139.177,Accelerometer,-18.319052,10.81095,3.2689502
1780861824235,140.414,Accelerometer,-19.132952,6.16095,0.67305005
1780861825225,141.404,Accelerometer,-14.866951,10.31295,0.36900002
1780861826455,142.634,Accelerometer,-26.236952,3.0630002,4.45095
1780861827382,143.561,Accelerometer,-13.52295,12.516001,-1.4089501
1780861828276,144.455,Accelerometer,-17.565,5.61105,6.7000504
1780861829956,146.135,Accelerometer,-15.288001,11.757001,-0.67905
1780861831151,147.33,Accelerometer,-18.397951,12.4459505,-3.0660002
1780861832327,148.506,Accelerometer,-24.883951,13.80405,2.67195
1780861833504,149.683,Accelerometer,-21.918001,14.830951,-2.28795
1780861834882,151.061,Accelerometer,-21.96795,7.7730002,4.032
1780861835868,152.047,Accelerometer,-26.287052,11.94795,-3.0990002
1780861837038,153.217,Accelerometer,-16.95405,12.763051,-2.496
1780861838477,154.656,Accelerometer,-13.543051,8.367001,-4.428
1780861839466,155.645,Accelerometer,-25.423052,12.66705,-1.03995
1780861840847,157.026,Accelerometer,-15.04905,9.48495,-9.468
1780861841858,158.037,Accelerometer,-19.665,13.054951,-1.6669501
1780861843048,159.227,Accelerometer,-25.392002,11.68305,-1.99995
1780861844248,160.427,Accelerometer,-19.108952,11.343,-2.091
1780861845437,161.616,Accelerometer,-19.035002,12.628051,0.82605004
1780861846588,162.767,Accelerometer,-24.058052,12.894001,0.06705
1780861847434,163.613,Accelerometer,-18.372002,2.4409502,1.3050001
1780861848717,164.896,Accelerometer,-19.131,5.37405,-2.5870502
1780861849980,166.159,Accelerometer,-15.676051,4.4209504,2.39205
1780861851265,167.444,Accelerometer,-21.829052,3.38895,5.51205
1780861852508,168.687,Accelerometer,-18.834002,3.7770002,-7.62405
1780861853789,169.968,Accelerometer,-18.915,6.1519504,-3.3340502
1780861855090,171.269,Accelerometer,-16.047,5.07705,-0.33405003
1780861856449,172.628,Accelerometer,-13.69095,5.604,3.38595
1780861857773,173.952,Accelerometer,-15.870001,4.5600004,4.63605
1780861859092,175.271,Accelerometer,-18.070051,6.01305,5.1120005
1780861860414,176.593,Accelerometer,-12.420001,6.11595,-0.022950001
1780861861754,177.933,Accelerometer,-16.123951,3.82905,-1.32
1780861863032,179.211,Accelerometer,-20.140951,5.7070503,2.62695
1780861864902,181.081,Accelerometer,-14.62695,8.67105,0.40500003
1780861865639,181.818,Accelerometer,-22.021051,4.227,5.1070504
1780861867464,183.643,Accelerometer,-16.219051,10.584001,6.28095
1780861868651,184.83,Accelerometer,-14.725051,10.014001,-3.21705
1780861869361,185.54,Accelerometer,-19.617,4.7970004,1.65495
1780861871002,187.181,Accelerometer,-13.734,12.95205,-1.557
1780861872305,188.484,Accelerometer,-17.919,10.15305,-1.57395
1780861873198,189.377,Accelerometer,-16.021051,6.6589503,6.7830005
1780861875006,191.185,Accelerometer,-14.074051,4.842,-0.71505004
1780861876117,192.296,Accelerometer,-17.83995,11.680051,0.54405004
1780861877027,193.206,Accelerometer,-20.436,4.7299504,3.9460502
1780861878934,195.113,Accelerometer,-18.46305,6.6570005,0.381
1780861880018,196.197,Accelerometer,-21.597,11.482051,0.92700005
1780861881329,197.508,Accelerometer,-13.51395,12.271951,-1.0879501
1780861882268,198.447,Accelerometer,-20.15295,5.235,2.148
1780861883598,199.777,Accelerometer,-15.099001,4.84695,2.94105
1780861884828,201.007,Accelerometer,-16.609951,5.3089504,-0.19995001
1780861886177,202.356,Accelerometer,-16.69095,5.5290003,4.5019503
1780861888140,204.319,Accelerometer,-11.397,10.347,-2.1649501
1780861893991,210.17,Accelerometer,-16.95195,4.9360504,2.4709501
1780861895912,212.091,Accelerometer,-17.428051,11.545951,-2.4460502
1780861896669,212.848,Accelerometer,-19.792051,5.29005,-0.70995003
1780861898454,214.633,Accelerometer,-13.99005,4.617,16.71195
1780861899487,215.666,Accelerometer,-19.54305,12.24495,1.14195
1780861900730,216.909,Accelerometer,-18.12795,11.460001,-0.92505
1780861902168,218.347,Accelerometer,-19.732052,7.8370504,-5.4820504
1780861903221,219.4,Accelerometer,-14.352,12.525001,0.46005002
1780861904064,220.243,Accelerometer,-17.53095,3.62805,-4.998
1780861905354,221.533,Accelerometer,-17.376001,3.5659502,-6.54195
1780861907186,223.365,Accelerometer,-25.02795,9.609,3.7879503
1780861908192,224.371,Accelerometer,-21.609001,11.41005,0.32595003
1780861909628,225.807,Accelerometer,-21.559052,3.492,0.93705004
1780861910911,227.09,Accelerometer,-16.861052,10.134001,1.3770001
1780861912135,228.314,Accelerometer,-18.445951,6.4849505,-0.32205
1780861913145,229.324,Accelerometer,-19.914001,11.809951,-1.7659501
1780861914624,230.803,Accelerometer,-18.550951,13.80195,4.6639504
1780861915905,232.084,Accelerometer,-16.854,10.264951,-0.32700002
1780861917129,233.308,Accelerometer,-19.212002,9.70695,-1.72695
1780861918313,234.492,Accelerometer,-22.34205,14.047951,4.40805
1780861919362,235.541,Accelerometer,-20.754002,10.63605,-0.41505003
1780861920803,236.982,Accelerometer,-16.713001,6.3700504,-3.1969502
1780861921500,237.679,Accelerometer,-20.682001,5.9989505,2.9670002
1780861922741,238.92,Accelerometer,-13.480051,6.4099503,4.0129504
1780861924006,240.185,Accelerometer,-16.987951,1.8610501,-1.46595
1780861925813,241.992,Accelerometer,-28.686,8.40705,0.108
1780861927115,243.294,Accelerometer,-25.879951,24.090002,-8.52495
1780861927989,244.168,Accelerometer,-21.65895,12.826951,-1.0900501
1780861930048,246.227,Accelerometer,-18.678001,8.91705,-10.545
1780861937315,253.494,Accelerometer,-7.5379505,0.12105001,-8.335951
1780861939339,255.518,Accelerometer,-17.653952,17.035952,6.8550005
1780861940688,256.867,Accelerometer,-12.19005,7.6120505,-7.7370005
1780861944774,260.953,Accelerometer,-36.477,20.841002,36.81
