timestamp,time_sec,sensor,x,y,z,time_to_prev_strike_sec
1780861894391,208.124,Accelerometer,-16.95195,4.9360504,2.4709501,0.13700000000000045
1780861895593,209.326,Accelerometer,-25.975952,12.835051,5.3760004,1.2019999999999982
1780861896860,210.593,Accelerometer,-30.709951,13.431001,5.5080004,1.266999999999996
1780861897069,210.802,Accelerometer,-19.792051,5.29005,-0.70995003,0.20900000000000318
1780861898093,211.826,Accelerometer,-40.882954,18.6,3.1930501,1.024000000000001
1780861898854,212.587,Accelerometer,-13.99005,4.617,16.71195,0.7609999999999957
1780861899316,213.049,Accelerometer,-31.624052,13.08405,7.0420504,0.4620000000000175
1780861899887,213.62,Accelerometer,-19.54305,12.24495,1.14195,0.570999999999998
1780861900554,214.287,Accelerometer,-33.858,14.611051,6.25005,0.6670000000000016
1780861901130,214.863,Accelerometer,-18.12795,11.460001,-0.92505,0.5759999999999934
1780861901774,215.507,Accelerometer,-33.44205,15.21195,10.078051,0.6440000000000055
1780861902568,216.301,Accelerometer,-19.732052,7.8370504,-5.4820504,0.7939999999999827
1780861903017,216.75,Accelerometer,-32.91,13.384951,8.082001,0.4490000000000123
1780861904305,218.038,Accelerometer,-24.115952,10.455001,3.5640001,1.288000000000011
1780861904464,218.197,Accelerometer,-17.53095,3.62805,-4.998,0.15899999999999181
1780861905554,219.287,Accelerometer,-30.28395,15.186001,11.44995,1.0900000000000034
1780861905754,219.487,Accelerometer,-17.376001,3.5659502,-6.54195,0.19999999999998863
1780861906778,220.511,Accelerometer,-49.76805,17.271,3.7600503,1.024000000000001
1780861907586,221.319,Accelerometer,-25.02795,9.609,3.7879503,0.8079999999999927
1780861908060,221.793,Accelerometer,-41.689953,11.661,1.0159501,0.47400000000001796
1780861908592,222.325,Accelerometer,-21.609001,11.41005,0.32595003,0.5319999999999823
1780861909255,222.988,Accelerometer,-41.536053,13.668,0.39105,0.6630000000000109
1780861910028,223.761,Accelerometer,-21.559052,3.492,0.93705004,0.7729999999999961
1780861910544,224.277,Accelerometer,-47.767952,19.996052,-2.148,0.5159999999999911
1780861911311,225.044,Accelerometer,-16.861052,10.134001,1.3770001,0.7670000000000243
1780861911775,225.508,Accelerometer,-44.890953,14.23305,11.919001,0.46399999999999864
1780861912535,226.268,Accelerometer,-18.445951,6.4849505,-0.32205,0.7599999999999909
1780861913017,226.75,Accelerometer,-32.16495,14.059951,4.7130003,0.4819999999999993
1780861913545,227.278,Accelerometer,-19.914001,11.809951,-1.7659501,0.5279999999999916
1780861914255,227.988,Accelerometer,-34.347,14.71905,4.011,0.710000000000008
1780861915024,228.757,Accelerometer,-18.550951,13.80195,4.6639504,0.7690000000000055
1780861915516,229.249,Accelerometer,-47.773052,13.503,11.280001,0.4919999999999902
1780861916305,230.038,Accelerometer,-16.854,10.264951,-0.32700002,0.7890000000000157
1780861916736,230.469,Accelerometer,-58.899002,12.384001,13.548,0.4309999999999832
1780861917529,231.262,Accelerometer,-19.212002,9.70695,-1.72695,0.7930000000000064
1780861917956,231.689,Accelerometer,-51.345,14.175001,8.3209505,0.4269999999999925
1780861918713,232.446,Accelerometer,-22.34205,14.047951,4.40805,0.757000000000005
1780861919196,232.929,Accelerometer,-57.85995,10.213051,15.805051,0.4830000000000041
1780861919762,233.495,Accelerometer,-20.754002,10.63605,-0.41505003,0.5660000000000025
1780861920458,234.191,Accelerometer,-48.939003,9.95895,0.492,0.695999999999998
1780861921676,235.409,Accelerometer,-32.96505,14.149051,4.11705,1.2179999999999893
1780861921900,235.633,Accelerometer,-20.682001,5.9989505,2.9670002,0.22400000000001796
1780861922956,236.689,Accelerometer,-37.639053,12.09,14.857051,1.0559999999999832
1780861923141,236.874,Accelerometer,-13.480051,6.4099503,4.0129504,0.18500000000000227
1780861924406,238.139,Accelerometer,-16.987951,1.8610501,-1.46595,1.2650000000000148
1780861925576,239.309,Accelerometer,-18.067951,11.059951,-2.4379501,1.1699999999999875
1780861926213,239.946,Accelerometer,-28.686,8.40705,0.108,0.6370000000000005
1780861927515,241.248,Accelerometer,-25.879951,24.090002,-8.52495,1.3019999999999925
1780861930448,244.181,Accelerometer,-18.678001,8.91705,-10.545,2.933000000000021
1780861939739,253.472,Accelerometer,-17.653952,17.035952,6.8550005,9.290999999999997
1780861941088,254.821,Accelerometer,-12.19005,7.6120505,-7.7370005,1.3489999999999895
1780861945174,258.907,Accelerometer,-36.477,20.841002,36.81,4.085999999999984
