Detected steps (merged): 74
Detected in sensor_data_20260516_225343.csv: 74
timestamp_ms,timestamp_utc,sources
1778964581862,2026-05-16T20:49:41.862000+00:00,sensor_data_20260516_225343.csv
1778964582556,2026-05-16T20:49:42.556000+00:00,sensor_data_20260516_225343.csv
1778964582966,2026-05-16T20:49:42.966000+00:00,sensor_data_20260516_225343.csv
1778964583615,2026-05-16T20:49:43.615000+00:00,sensor_data_20260516_225343.csv
1778964583996,2026-05-16T20:49:43.996000+00:00,sensor_data_20260516_225343.csv
1778964584540,2026-05-16T20:49:44.540000+00:00,sensor_data_20260516_225343.csv
1778964585115,2026-05-16T20:49:45.115000+00:00,sensor_data_20260516_225343.csv
1778964586221,2026-05-16T20:49:46.221000+00:00,sensor_data_20260516_225343.csv
1778964586541,2026-05-16T20:49:46.541000+00:00,sensor_data_20260516_225343.csv
1778964587196,2026-05-16T20:49:47.196000+00:00,sensor_data_20260516_225343.csv
1778964587581,2026-05-16T20:49:47.581000+00:00,sensor_data_20260516_225343.csv
1778964587904,2026-05-16T20:49:47.904000+00:00,sensor_data_20260516_225343.csv
1778964588523,2026-05-16T20:49:48.523000+00:00,sensor_data_20260516_225343.csv
1778964588906,2026-05-16T20:49:48.906000+00:00,sensor_data_20260516_225343.csv
1778964589836,2026-05-16T20:49:49.836000+00:00,sensor_data_20260516_225343.csv
1778964590233,2026-05-16T20:49:50.233000+00:00,sensor_data_20260516_225343.csv
1778964590521,2026-05-16T20:49:50.521000+00:00,sensor_data_20260516_225343.csv
1778964591161,2026-05-16T20:49:51.161000+00:00,sensor_data_20260516_225343.csv
1778964591516,2026-05-16T20:49:51.516000+00:00,sensor_data_20260516_225343.csv
1778964591802,2026-05-16T20:49:51.802000+00:00,sensor_data_20260516_225343.csv
1778964592426,2026-05-16T20:49:52.426000+00:00,sensor_data_20260516_225343.csv
1778964592801,2026-05-16T20:49:52.801000+00:00,sensor_data_20260516_225343.csv
1778964594157,2026-05-16T20:49:54.157000+00:00,sensor_data_20260516_225343.csv
1778964594462,2026-05-16T20:49:54.462000+00:00,sensor_data_20260516_225343.csv
1778964596377,2026-05-16T20:49:56.377000+00:00,sensor_data_20260516_225343.csv
1778964596752,2026-05-16T20:49:56.752000+00:00,sensor_data_20260516_225343.csv
1778964597659,2026-05-16T20:49:57.659000+00:00,sensor_data_20260516_225343.csv
1778964598057,2026-05-16T20:49:58.057000+00:00,sensor_data_20260516_225343.csv
1778964598979,2026-05-16T20:49:58.979000+00:00,sensor_data_20260516_225343.csv
1778964599338,2026-05-16T20:49:59.338000+00:00,sensor_data_20260516_225343.csv
1778964600511,2026-05-16T20:50:00.511000+00:00,sensor_data_20260516_225343.csv
1778964602045,2026-05-16T20:50:02.045000+00:00,sensor_data_20260516_225343.csv
1778964602740,2026-05-16T20:50:02.740000+00:00,sensor_data_20260516_225343.csv
1778964603173,2026-05-16T20:50:03.173000+00:00,sensor_data_20260516_225343.csv
1778964604000,2026-05-16T20:50:04+00:00,sensor_data_20260516_225343.csv
1778964604355,2026-05-16T20:50:04.355000+00:00,sensor_data_20260516_225343.csv
1778964605193,2026-05-16T20:50:05.193000+00:00,sensor_data_20260516_225343.csv
1778964606424,2026-05-16T20:50:06.424000+00:00,sensor_data_20260516_225343.csv
1778964607638,2026-05-16T20:50:07.638000+00:00,sensor_data_20260516_225343.csv
